cod_mpio,municipio,departamento,riesgo_nivel,score_anomalia,idx_minero,idx_deforestacion,idx_fuego,idx_hidrico,idx_sensibilidad,es_anomalia
27660,SAN JOSÉ DEL PALMAR,CHOCÓ,Bajo,0.0569,0.3725,0.0,0.0,0.0,0.3089,0
70400,LA UNIÓN,SUCRE,Bajo,0.0565,0.1105,0.0,0.0,0.0,0.0,0
63594,QUIMBAYA,QUINDÍO,Bajo,0.0562,0.008,0.0,0.0,0.0,0.0,0
27025,ALTO BAUDÓ,CHOCÓ,Bajo,0.0562,0.0082,0.0,0.0,0.0,0.0,0
41357,ÍQUIRA,HUILA,Medio,0.0556,0.5273,0.0,0.0,0.0,0.2872,0
68298,GÁMBITA,SANTANDER,Bajo,0.0552,0.3688,0.0,0.0,0.0,0.3027,0
81065,ARAUQUITA,ARAUCA,Bajo,0.055,0.301,0.0,0.0,0.0,0.25,0
76403,LA VICTORIA,VALLE DEL CAUCA,Medio,0.055,0.518,0.0,0.0,0.0,0.2868,0
27413,LLORÓ,CHOCÓ,Medio,0.0547,0.6674,0.0,0.0,0.0,0.0,0
73854,VALLE DE SAN JUAN,TOLIMA,Medio,0.0547,0.6668,0.0,0.0,0.0,0.0,0
76318,GUACARÍ,VALLE DEL CAUCA,Bajo,0.0543,0.1145,0.0,0.0,0.0,0.0,0
25368,JERUSALÉN,CUNDINAMARCA,Medio,0.054,0.6664,0.0,0.0,0.0,0.0,0
15131,CALDAS,BOYACÁ,Bajo,0.0535,0.1171,0.0,0.0,0.0,0.0,0
52215,CÓRDOBA,NARIÑO,Bajo,0.0535,0.1171,0.0,0.0,0.0,0.0,0
15776,SUTAMARCHÁN,BOYACÁ,Bajo,0.0535,0.1171,0.0,0.0,0.0,0.0,0
68522,PALMAR,SANTANDER,Bajo,0.0535,0.1171,0.0,0.0,0.0,0.0,0
25430,MADRID,CUNDINAMARCA,Medio,0.0531,0.5272,0.0,0.0,0.0,0.2732,0
76895,ZARZAL,VALLE DEL CAUCA,Bajo,0.0523,0.476,0.0,0.0,0.0,0.2954,0
5172,CHIGORODÓ,ANTIOQUIA,Bajo,0.0522,0.3786,0.0,0.0,0.0,0.25,0
73236,DOLORES,TOLIMA,Bajo,0.0521,0.0057,0.0,0.0,0.0,0.0,0
5250,EL BAGRE,ANTIOQUIA,Medio,0.0519,0.5467,0.0,0.0,0.0,0.25,0
63401,LA TEBAIDA,QUINDÍO,Bajo,0.0517,0.4549,0.0,0.0,0.0,0.2652,0
70473,MORROA,SUCRE,Bajo,0.0516,0.3873,0.0,0.0,0.0,0.25,0
5088,BELLO,ANTIOQUIA,Medio,0.0512,0.6601,0.0,0.0,0.0,0.0,0
54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,Medio,0.0511,0.6618,0.0,0.0,0.0,0.0,0
52427,MAGÜÍ,NARIÑO,Bajo,0.0505,0.3745,0.0,0.0,0.0,0.25,0
25175,CHÍA,CUNDINAMARCA,Bajo,0.0502,0.4068,0.0,0.0,0.0,0.03,0
52260,EL TAMBO,NARIÑO,Bajo,0.0501,0.1211,0.0,0.0,0.0,0.0,0
68820,TONA,SANTANDER,Bajo,0.0501,0.1229,0.0,0.0,0.0,0.0,0
5837,TURBO,ANTIOQUIA,Bajo,0.05,0.3432,0.0,0.0,0.0,0.25,0
68167,CHARALÁ,SANTANDER,Medio,0.0496,0.5322,0.0,0.0,0.0,0.2636,0
5652,SAN FRANCISCO,ANTIOQUIA,Bajo,0.0496,0.4489,0.0,0.0,0.0,0.2777,0
5411,LIBORINA,ANTIOQUIA,Bajo,0.0494,0.1199,0.0,0.0,0.0,0.0,0
5147,CAREPA,ANTIOQUIA,Medio,0.0491,0.5441,0.0,0.0,0.0,0.25,0
5145,CARAMANTA,ANTIOQUIA,Bajo,0.049,0.0051,0.0,0.0,0.0,0.0,0
15176,CHIQUINQUIRÁ,BOYACÁ,Bajo,0.0488,0.1271,0.0,0.0,0.0,0.0,0
5234,DABEIBA,ANTIOQUIA,Bajo,0.0482,0.4575,0.0,0.0,0.0,0.25,0
27160,CÉRTEGUI,CHOCÓ,Medio,0.0475,0.6581,0.0,0.0,0.0,0.0,0
41518,PAICOL,HUILA,Medio,0.0467,0.5167,0.0,0.0,0.0,0.2555,0
5107,BRICEÑO,ANTIOQUIA,Medio,0.0466,0.5305,0.0,0.0,0.0,0.25,0
52418,LOS ANDES,NARIÑO,Medio,0.046,0.5186,0.0,0.0,0.0,0.25,0
15238,DUITAMA,BOYACÁ,Bajo,0.0455,0.4978,0.0,0.0,0.0,0.2568,0
15839,TUTAZÁ,BOYACÁ,Bajo,0.0448,0.1406,0.0,0.0,0.0,0.0,0
19821,TORIBÍO,CAUCA,Medio,0.0447,0.5353,0.0,0.0,0.0,0.25,0
19455,MIRANDA,CAUCA,Bajo,0.0443,0.4157,0.0,0.0,0.0,0.25,0
15368,JERICÓ,BOYACÁ,Medio,0.044,0.6559,0.0,0.0,0.0,0.0,0
27050,ATRATO,CHOCÓ,Medio,0.0435,0.6515,0.0,0.0,0.0,0.0,0
15537,PAZ DE RÍO,BOYACÁ,Medio,0.0431,0.6523,0.0,0.0,0.0,0.0,0
17388,LA MERCED,CALDAS,Medio,0.0429,0.6536,0.0,0.0,0.0,0.0,0
68397,LA PAZ,SANTANDER,Medio,0.0429,0.6536,0.0,0.0,0.0,0.0,0
52696,SANTA BÁRBARA,NARIÑO,Bajo,0.0428,0.4933,0.0,0.0,0.0,0.25,0
23855,VALENCIA,CÓRDOBA,Bajo,0.0428,0.4925,0.0,0.0,0.0,0.25,0
17042,ANSERMA,CALDAS,Medio,0.0424,0.6552,0.0,0.0,0.0,0.0,0
41797,TESALIA,HUILA,Medio,0.0424,0.6552,0.0,0.0,0.0,0.0,0
23682,SAN JOSÉ DE URÉ,CÓRDOBA,Bajo,0.0422,0.4628,0.0,0.0,0.0,0.25,0
5266,ENVIGADO,ANTIOQUIA,Bajo,0.0418,0.1483,0.0,0.0,0.0,0.0,0
23807,TIERRALTA,CÓRDOBA,Bajo,0.0413,0.4905,0.0,0.0,0.0,0.25,0
68855,VALLE DE SAN JOSÉ,SANTANDER,Bajo,0.0405,0.1612,0.0,0.0,0.0,0.0,0
15248,EL ESPINO,BOYACÁ,Bajo,0.0393,0.1658,0.0,0.0,0.0,0.0,0
41807,TIMANÁ,HUILA,Bajo,0.0393,0.1658,0.0,0.0,0.0,0.0,0
68533,PÁRAMO,SANTANDER,Bajo,0.039,0.1638,0.0,0.0,0.0,0.0,0
50313,GRANADA,META,Medio,0.0362,0.6441,0.0,0.0,0.0,0.0,0
5044,ANZÁ,ANTIOQUIA,Medio,0.036,0.6427,0.0,0.0,0.0,0.0,0
25781,SUTATAUSA,CUNDINAMARCA,Medio,0.036,0.6421,0.0,0.0,0.0,0.0,0
17442,MARMATO,CALDAS,Medio,0.0355,0.6397,0.0,0.0,0.0,0.0,0
5240,EBÉJICO,ANTIOQUIA,Bajo,0.0353,0.167,0.0,0.0,0.0,0.0,0
5308,GIRARDOTA,ANTIOQUIA,Medio,0.0343,0.6238,0.0,0.0,0.0,0.0,0
25823,TOPAIPÍ,CUNDINAMARCA,Bajo,0.0341,0.0017,0.0,0.0,0.0,0.0,0
15362,IZA,BOYACÁ,Medio,0.0341,0.6365,0.0,0.0,0.0,0.0,0
17013,AGUADAS,CALDAS,Medio,0.034,0.6359,0.0,0.0,0.0,0.0,0
5030,AMAGÁ,ANTIOQUIA,Medio,0.034,0.6359,0.0,0.0,0.0,0.0,0
73504,ORTEGA,TOLIMA,Medio,0.0333,0.6235,0.0,0.0,0.0,0.0,0
15476,MOTAVITA,BOYACÁ,Medio,0.0322,0.6305,0.0,0.0,0.0,0.0,0
8573,PUERTO COLOMBIA,ATLÁNTICO,Medio,0.0315,0.6227,0.0,0.0,0.0,0.0,0
8296,GALAPA,ATLÁNTICO,Bajo,0.0314,0.1703,0.0,0.0,0.0,0.0,0
25339,GUTIÉRREZ,CUNDINAMARCA,Bajo,0.0307,0.1743,0.0,0.0,0.0,0.0,0
63130,CALARCÁ,QUINDÍO,Medio,0.0289,0.6039,0.0,0.0,0.0,0.0,0
5036,ANGELÓPOLIS,ANTIOQUIA,Medio,0.0288,0.6185,0.0,0.0,0.0,0.0,0
19300,GUACHENÉ,CAUCA,Medio,0.0279,0.6156,0.0,0.0,0.0,0.0,0
5190,CISNEROS,ANTIOQUIA,Medio,0.0279,0.6053,0.0,0.0,0.0,0.0,0
15720,SATIVANORTE,BOYACÁ,Medio,0.0279,0.6051,0.0,0.0,0.0,0.0,0
68861,VÉLEZ,SANTANDER,Medio,0.0277,0.615,0.0,0.0,0.0,0.0,0
15464,MONGUA,BOYACÁ,Medio,0.0276,0.6105,0.0,0.0,0.0,0.0,0
68679,SAN GIL,SANTANDER,Medio,0.027,0.5964,0.0,0.0,0.0,0.0,0
25513,PACHO,CUNDINAMARCA,Medio,0.0269,0.6146,0.0,0.0,0.0,0.0,0
5858,VEGACHÍ,ANTIOQUIA,Medio,0.0269,0.5928,0.0,0.0,0.0,0.0,0
5887,YARUMAL,ANTIOQUIA,Medio,0.0266,0.5973,0.0,0.0,0.0,0.0,0
15491,NOBSA,BOYACÁ,Medio,0.0264,0.6019,0.0,0.0,0.0,0.0,0
5093,BETULIA,ANTIOQUIA,Medio,0.0263,0.5907,0.0,0.0,0.0,0.0,0
54385,LA ESPERANZA,NORTE DE SANTANDER,Medio,0.0255,0.589,0.0,0.0,0.0,0.0,0
5761,SOPETRÁN,ANTIOQUIA,Medio,0.0255,0.589,0.0,0.0,0.0,0.0,0
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,Bajo,0.0236,0.1799,0.0,0.0,0.0,0.0,0
15500,OICATÁ,BOYACÁ,Bajo,0.0216,0.5797,0.0,0.0,0.0,0.0,0
50318,GUAMAL,META,Bajo,0.0216,0.5797,0.0,0.0,0.0,0.0,0
41026,ALTAMIRA,HUILA,Bajo,0.0212,0.1852,0.0,0.0,0.0,0.0,0
15897,ZETAQUIRA,BOYACÁ,Bajo,0.021,0.2076,0.0,0.0,0.0,0.0,0
70124,CAIMITO,SUCRE,Bajo,0.021,0.2076,0.0,0.0,0.0,0.0,0
8558,POLONUEVO,ATLÁNTICO,Bajo,0.0209,0.1856,0.0,0.0,0.0,0.0,0
15660,SAN EDUARDO,BOYACÁ,Bajo,0.0209,0.1856,0.0,0.0,0.0,0.0,0
8078,BARANOA,ATLÁNTICO,Bajo,0.0209,0.1856,0.0,0.0,0.0,0.0,0
68368,JESÚS MARÍA,SANTANDER,Bajo,0.0209,0.1856,0.0,0.0,0.0,0.0,0
68051,ARATOCA,SANTANDER,Bajo,0.0209,0.5758,0.0,0.0,0.0,0.0,0
5659,SAN JUAN DE URABÁ,ANTIOQUIA,Bajo,0.0209,0.1874,0.0,0.0,0.0,0.0,0
70265,GUARANDA,SUCRE,Bajo,0.0209,0.1856,0.0,0.0,0.0,0.0,0
76400,LA UNIÓN,VALLE DEL CAUCA,Bajo,0.0207,0.1928,0.0,0.0,0.0,0.0,0
5842,URAMITA,ANTIOQUIA,Bajo,0.0205,0.1932,0.0,0.0,0.0,0.0,0
68780,SURATÁ,SANTANDER,Bajo,0.02,0.2135,0.0,0.0,0.0,0.0,0
19397,LA VEGA,CAUCA,Bajo,0.0199,0.2239,0.0,0.0,0.0,0.0,0
52227,CUMBAL,NARIÑO,Bajo,0.0199,0.2178,0.0,0.0,0.0,0.0,0
15686,SANTANA,BOYACÁ,Bajo,0.0199,0.195,0.0,0.0,0.0,0.0,0
68755,SOCORRO,SANTANDER,Bajo,0.0196,0.1898,0.0,0.0,0.0,0.0,0
52224,CUASPUD CARLOSAMA,NARIÑO,Bajo,0.0196,0.1923,0.0,0.0,0.0,0.0,0
68121,CABRERA,SANTANDER,Bajo,0.0192,0.2155,0.0,0.0,0.0,0.0,0
25126,CAJICÁ,CUNDINAMARCA,Bajo,0.0191,0.204,0.0,0.0,0.0,0.0,0
5113,BURITICÁ,ANTIOQUIA,Bajo,0.0189,0.5709,0.0,0.0,0.0,0.0,0
52693,SAN PABLO,NARIÑO,Bajo,0.0189,0.5709,0.0,0.0,0.0,0.0,0
15511,PACHAVITA,BOYACÁ,Bajo,0.0188,0.2111,0.0,0.0,0.0,0.0,0
68147,CAPITANEJO,SANTANDER,Bajo,0.0183,0.5726,0.0,0.0,0.0,0.0,0
63001,ARMENIA,QUINDÍO,Bajo,0.0172,0.2375,0.0,0.0,0.0,0.0,0
25245,EL COLEGIO,CUNDINAMARCA,Bajo,0.0172,0.2376,0.0,0.0,0.0,0.0,0
73283,FRESNO,TOLIMA,Bajo,0.0169,0.2681,0.0,0.0,0.0,0.0,0
23464,MOMIL,CÓRDOBA,Bajo,0.0168,0.2342,0.0,0.0,0.0,0.0,0
5306,GIRALDO,ANTIOQUIA,Bajo,0.0168,0.2342,0.0,0.0,0.0,0.0,0
15189,CIÉNEGA,BOYACÁ,Bajo,0.0168,0.2342,0.0,0.0,0.0,0.0,0
23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,Bajo,0.0168,0.2342,0.0,0.0,0.0,0.0,0
15522,PANQUEBA,BOYACÁ,Bajo,0.0164,0.2269,0.0,0.0,0.0,0.0,0
68468,MOLAGAVITA,SANTANDER,Bajo,0.0163,0.2332,0.0,0.0,0.0,0.0,0
54239,DURANIA,NORTE DE SANTANDER,Bajo,0.0163,0.5621,0.0,0.0,0.0,0.0,0
27430,MEDIO BAUDÓ,CHOCÓ,Bajo,0.0162,0.2462,0.0,0.0,0.0,0.0,0
68320,GUADALUPE,SANTANDER,Bajo,0.0159,0.2591,0.0,0.0,0.0,0.0,0
13655,SAN JACINTO DEL CAUCA,BOLÍVAR,Bajo,0.0158,0.2714,0.0,0.0,0.0,0.0,0
25599,APULO,CUNDINAMARCA,Bajo,0.0155,0.2551,0.0,0.0,0.0,0.0,0
5051,ARBOLETES,ANTIOQUIA,Bajo,0.0154,0.2719,0.0,0.0,0.0,0.0,0
25871,VILLAGÓMEZ,CUNDINAMARCA,Bajo,0.0154,0.2719,0.0,0.0,0.0,0.0,0
44430,MAICAO,LA GUAJIRA,Bajo,0.0154,0.2719,0.0,0.0,0.0,0.0,0
68673,SAN BENITO,SANTANDER,Bajo,0.0144,0.2638,0.0,0.0,0.0,0.0,0
15599,RAMIRIQUÍ,BOYACÁ,Bajo,0.0142,0.559,0.0,0.0,0.0,0.0,0
15673,SAN MATEO,BOYACÁ,Bajo,0.0142,0.5581,0.0,0.0,0.0,0.0,0
15774,SUSACÓN,BOYACÁ,Bajo,0.0136,0.2764,0.0,0.0,0.0,0.0,0
15185,CHITARAQUE,BOYACÁ,Bajo,0.0134,0.2865,0.0,0.0,0.0,0.0,0
19392,LA SIERRA,CAUCA,Bajo,0.0133,0.5578,0.0,0.0,0.0,0.0,0
66001,PEREIRA,RISARALDA,Bajo,0.0132,0.5596,0.0,0.0,0.0,0.0,0
25307,GIRARDOT,CUNDINAMARCA,Bajo,0.0123,0.5553,0.0,0.0,0.0,0.0,0
23686,SAN PELAYO,CÓRDOBA,Bajo,0.0118,0.2795,0.0,0.0,0.0,0.0,0
13647,SAN ESTANISLAO,BOLÍVAR,Bajo,0.0118,0.2798,0.0,0.0,0.0,0.0,0
15632,SABOYÁ,BOYACÁ,Bajo,0.0116,0.4566,0.0,0.0,0.0,0.0,0
5861,VENECIA,ANTIOQUIA,Bajo,0.0113,0.5525,0.0,0.0,0.0,0.0,0
25281,FOSCA,CUNDINAMARCA,Bajo,0.01,0.4551,0.0,0.0,0.0,0.0,0
68773,SUCRE,SANTANDER,Bajo,0.0099,0.4004,0.0,0.0,0.0,0.0,0
8832,TUBARÁ,ATLÁNTICO,Bajo,0.0099,0.4004,0.0,0.0,0.0,0.0,0
20614,RÍO DE ORO,CESAR,Bajo,0.0097,0.3993,0.0,0.0,0.0,0.0,0
15762,SORA,BOYACÁ,Bajo,0.0095,0.554,0.0,0.0,0.0,0.0,0
52352,ILES,NARIÑO,Bajo,0.0091,0.3053,0.0,0.0,0.0,0.0,0
68549,PINCHOTE,SANTANDER,Bajo,0.0091,0.289,0.0,0.0,0.0,0.0,0
25053,ARBELÁEZ,CUNDINAMARCA,Bajo,0.0091,0.2883,0.0,0.0,0.0,0.0,0
15223,CUBARÁ,BOYACÁ,Bajo,0.009,0.3767,0.0,0.0,0.0,0.0,0
19785,SUCRE,CAUCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15380,LA CAPILLA,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68209,CONFINES,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68296,GALÁN,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68524,PALMAS DEL SOCORRO,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68502,ONZAGA,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68176,CHIMA,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68370,JORDÁN,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15109,BUENAVISTA,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68682,SAN JOAQUÍN,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15377,LABRANZAGRANDE,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15244,EL COCUY,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68669,SAN ANDRÉS,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68720,SANTA HELENA DEL OPÓN,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
5101,CIUDAD BOLÍVAR,ANTIOQUIA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
8770,SUAN,ATLÁNTICO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
47541,PEDRAZA,MAGDALENA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
47205,CONCORDIA,MAGDALENA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25386,LA MESA,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25398,LA PEÑA,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
47268,EL RETÉN,MAGDALENA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
70717,SAN PEDRO,SUCRE,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
70678,SAN BENITO ABAD,SUCRE,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
70702,SAN JUAN DE BETULIA,SUCRE,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
23350,LA APARTADA,CÓRDOBA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
47675,SALAMINA,MAGDALENA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
17446,MARULANDA,CALDAS,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52254,EL PEÑOL,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
17444,MARQUETALIA,CALDAS,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
17665,SAN JOSÉ,CALDAS,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52506,OSPINA,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52565,PROVIDENCIA,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52019,ALBÁN,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
20310,GONZÁLEZ,CESAR,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52411,LINARES,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52258,EL TABLÓN DE GÓMEZ,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52051,ARBOLEDA,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
50400,LEJANÍAS,META,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
47570,PUEBLOVIEJO,MAGDALENA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52317,GUACHUCAL,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15808,TINJACÁ,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
54743,SILOS,NORTE DE SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
63190,CIRCASIA,QUINDÍO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25489,NIMAIMA,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25506,VENECIA,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25491,NOCAIMA,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
41244,ELÍAS,HUILA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68327,GÜEPSA,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68322,GUAPOTÁ,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68245,EL GUACAMAYO,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25649,SAN BERNARDO,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
41319,GUADALUPE,HUILA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
27372,JURADÓ,CHOCÓ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25898,ZIPACÓN,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68344,HATO,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
85015,CHÁMEZA,CASANARE,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
85315,SÁCAMA,CASANARE,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25596,QUIPILE,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
5631,SABANETA,ANTIOQUIA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
76823,TORO,VALLE DEL CAUCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
8141,CANDELARIA,ATLÁNTICO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
8137,CAMPO DE LA CRUZ,ATLÁNTICO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
5576,PUEBLORRICO,ANTIOQUIA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
44847,URIBIA,LA GUAJIRA,Bajo,0.0089,0.4522,0.0,0.0,0.0,0.0,0
15879,VIRACACHÁ,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15816,TOGÜÍ,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
54418,LOURDES,NORTE DE SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
54599,RAGONVALIA,NORTE DE SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15664,SAN JOSÉ DE PARE,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
19355,INZÁ,CAUCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68077,BARBOSA,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
68152,CARCASÍ,SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15740,SIACHOQUE,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52083,BELÉN,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15162,CERINZA,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
15212,COPER,BOYACÁ,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
8560,PONEDERA,ATLÁNTICO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
54871,VILLA CARO,NORTE DE SANTANDER,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
8675,SANTA LUCÍA,ATLÁNTICO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
73024,ALPUJARRA,TOLIMA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
25095,BITUIMA,CUNDINAMARCA,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
13620,SAN CRISTÓBAL,BOLÍVAR,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52036,ANCUYA,NARIÑO,Bajo,0.0089,0.0,0.0,0.0,0.0,0.0,0
52720,SAPUYES,NARIÑO,Bajo,0.0084,0.5052,0.0,0.0,0.0,0.0,0
25815,TOCAIMA,CUNDINAMARCA,Bajo,0.0084,0.5059,0.0,0.0,0.0,0.0,0
17088,BELALCÁZAR,CALDAS,Bajo,0.0084,0.506,0.0,0.0,0.0,0.0,0
15667,SAN LUIS DE GACENO,BOYACÁ,Bajo,0.0084,0.4994,0.0,0.0,0.0,0.0,0
68684,SAN JOSÉ DE MIRANDA,SANTANDER,Bajo,0.0083,0.3009,0.0,0.0,0.0,0.0,0
15638,SÁCHICA,BOYACÁ,Bajo,0.008,0.5067,0.0,0.0,0.0,0.0,0
73547,PIEDRAS,TOLIMA,Bajo,0.0079,0.379,0.0,0.0,0.0,0.0,0
25168,CHAGUANÍ,CUNDINAMARCA,Bajo,0.0079,0.3098,0.0,0.0,0.0,0.0,0
15114,BUSBANZÁ,BOYACÁ,Bajo,0.0079,0.3793,0.0,0.0,0.0,0.0,0
52354,IMUÉS,NARIÑO,Bajo,0.0079,0.433,0.0,0.0,0.0,0.0,0
15090,BERBEO,BOYACÁ,Bajo,0.0078,0.3958,0.0,0.0,0.0,0.0,0
5237,DONMATÍAS,ANTIOQUIA,Bajo,0.0077,0.5467,0.0,0.0,0.0,0.0,0
15401,LA VICTORIA,BOYACÁ,Bajo,0.0076,0.4285,0.0,0.0,0.0,0.0,0
50251,EL CASTILLO,META,Bajo,0.0074,0.4377,0.0,0.0,0.0,0.0,0
52385,LA LLANADA,NARIÑO,Bajo,0.0074,0.5453,0.0,0.0,0.0,0.0,0
50287,FUENTE DE ORO,META,Bajo,0.0073,0.5169,0.0,0.0,0.0,0.0,0
73408,LÉRIDA,TOLIMA,Bajo,0.0072,0.5456,0.0,0.0,0.0,0.0,0
17272,FILADELFIA,CALDAS,Bajo,0.0072,0.5083,0.0,0.0,0.0,0.0,0
68013,AGUADA,SANTANDER,Bajo,0.0072,0.5462,0.0,0.0,0.0,0.0,0
15763,SOTAQUIRÁ,BOYACÁ,Bajo,0.0072,0.5456,0.0,0.0,0.0,0.0,0
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,Bajo,0.0071,0.464,0.0,0.0,0.0,0.0,0
25745,SIMIJACA,CUNDINAMARCA,Bajo,0.0071,0.465,0.0,0.0,0.0,0.0,0
25290,FUSAGASUGÁ,CUNDINAMARCA,Bajo,0.0071,0.3944,0.0,0.0,0.0,0.0,0
5628,SABANALARGA,ANTIOQUIA,Bajo,0.0071,0.5425,0.0,0.0,0.0,0.0,0
25151,CÁQUEZA,CUNDINAMARCA,Bajo,0.007,0.5185,0.0,0.0,0.0,0.0,0
5679,SANTA BÁRBARA,ANTIOQUIA,Bajo,0.0068,0.3139,0.0,0.0,0.0,0.0,0
68169,CHARTA,SANTANDER,Bajo,0.0068,0.3126,0.0,0.0,0.0,0.0,0
